event_id,match_id,player_id,event_type,minute,match_date,home_team,away_team,home_score,away_score
EV00328,M00033,DI002,assist,19,2024-10-31,West Ham,Newcastle,1,0
EV00329,M00033,NI004,yellow_card,78,2024-10-31,West Ham,Newcastle,1,0
EV00330,M00033,EM003,goal,7,2024-10-31,West Ham,Newcastle,1,0
EV00331,M00033,JA007,substitution,50,2024-10-31,West Ham,Newcastle,1,0
EV00332,M00033,AL006,assist,85,2024-10-31,West Ham,Newcastle,1,0
EV00333,M00034,WA001,goal,11,2025-05-11,Nottingham Forest,Fulham,4,1
EV00334,M00034,NE001,substitution,2,2025-05-11,Nottingham Forest,Fulham,4,1
EV00335,M00034,JO005,substitution,44,2025-05-11,Nottingham Forest,Fulham,4,1
EV00336,M00034,HE001,goal,9,2025-05-11,Nottingham Forest,Fulham,4,1
EV00337,M00034,NE001,goal,37,2025-05-11,Nottingham Forest,Fulham,4,1
EV00338,M00034,MA006,substitution,65,2025-05-11,Nottingham Forest,Fulham,4,1
EV00339,M00034,WI001,red_card,65,2025-05-11,Nottingham Forest,Fulham,4,1
EV00340,M00034,RE002,yellow_card,23,2025-05-11,Nottingham Forest,Fulham,4,1
EV00341,M00034,AW001,red_card,34,2025-05-11,Nottingham Forest,Fulham,4,1
EV00342,M00034,CR002,assist,15,2025-05-11,Nottingham Forest,Fulham,4,1
EV00343,M00035,AW001,goal,72,2024-09-19,Nottingham Forest,Luton Town,0,1
EV00344,M00035,TA004,assist,22,2024-09-19,Nottingham Forest,Luton Town,0,1
EV00345,M00035,RO005,red_card,29,2024-09-19,Nottingham Forest,Luton Town,0,1
EV00346,M00035,NE001,red_card,76,2024-09-19,Nottingham Forest,Luton Town,0,1
EV00347,M00035,BR003,goal,80,2024-09-19,Nottingham Forest,Luton Town,0,1
EV00348,M00035,AW001,goal,41,2024-09-19,Nottingham Forest,Luton Town,0,1
EV00349,M00035,MU001,substitution,12,2024-09-19,Nottingham Forest,Luton Town,0,1
EV00350,M00035,PA005,goal,45,2024-09-19,Nottingham Forest,Luton Town,0,1
EV00351,M00035,RY002,red_card,29,2024-09-19,Nottingham Forest,Luton Town,0,1
EV00352,M00035,TA004,goal,4,2024-09-19,Nottingham Forest,Luton Town,0,1
EV00353,M00035,MA006,red_card,50,2024-09-19,Nottingham Forest,Luton Town,0,1
EV00354,M00036,MI006,goal,84,2024-12-30,Everton,Newcastle,2,0
EV00355,M00036,JO014,assist,70,2024-12-30,Everton,Newcastle,2,0
EV00356,M00036,JO007,substitution,31,2024-12-30,Everton,Newcastle,2,0
EV00357,M00036,MI003,yellow_card,49,2024-12-30,Everton,Newcastle,2,0
EV00358,M00036,JO014,assist,64,2024-12-30,Everton,Newcastle,2,0
EV00359,M00036,RI002,yellow_card,20,2024-12-30,Everton,Newcastle,2,0
EV00360,M00036,SA002,red_card,10,2024-12-30,Everton,Newcastle,2,0
EV00361,M00036,JA008,substitution,22,2024-12-30,Everton,Newcastle,2,0
EV00362,M00037,BR005,red_card,40,2024-08-25,Newcastle,Manchester United,4,3
EV00363,M00037,SA002,yellow_card,31,2024-08-25,Newcastle,Manchester United,4,3
EV00364,M00037,LI001,yellow_card,48,2024-08-25,Newcastle,Manchester United,4,3
EV00365,M00037,CA001,yellow_card,15,2024-08-25,Newcastle,Manchester United,4,3
EV00366,M00037,BR005,assist,55,2024-08-25,Newcastle,Manchester United,4,3
EV00367,M00037,VA001,yellow_card,47,2024-08-25,Newcastle,Manchester United,4,3
EV00368,M00037,BR001,yellow_card,9,2024-08-25,Newcastle,Manchester United,4,3
EV00369,M00037,AL006,assist,51,2024-08-25,Newcastle,Manchester United,4,3
EV00370,M00038,DA005,goal,60,2025-04-29,Chelsea,Brentford,3,2
EV00371,M00038,CO001,assist,15,2025-04-29,Chelsea,Brentford,3,2
EV00372,M00038,EN002,goal,26,2025-04-29,Chelsea,Brentford,3,2
EV00373,M00038,JO009,yellow_card,74,2025-04-29,Chelsea,Brentford,3,2
EV00374,M00038,RO002,red_card,41,2025-04-29,Chelsea,Brentford,3,2
EV00375,M00038,SU001,substitution,6,2025-04-29,Chelsea,Brentford,3,2
EV00376,M00038,KO002,red_card,26,2025-04-29,Chelsea,Brentford,3,2
EV00377,M00038,EN002,assist,20,2025-04-29,Chelsea,Brentford,3,2
EV00378,M00038,MO003,goal,4,2025-04-29,Chelsea,Brentford,3,2
EV00379,M00038,DA005,red_card,39,2025-04-29,Chelsea,Brentford,3,2
EV00380,M00038,YO002,assist,30,2025-04-29,Chelsea,Brentford,3,2
EV00381,M00039,ST001,assist,39,2025-02-21,Bournemouth,Leicester City,2,3
EV00382,M00039,YU002,assist,86,2025-02-21,Bournemouth,Leicester City,2,3
EV00383,M00039,DO002,substitution,20,2025-02-21,Bournemouth,Leicester City,2,3
EV00384,M00039,RIC001,yellow_card,71,2025-02-21,Bournemouth,Leicester City,2,3
EV00385,M00039,DO002,red_card,58,2025-02-21,Bournemouth,Leicester City,2,3
EV00386,M00039,DO003,red_card,2,2025-02-21,Bournemouth,Leicester City,2,3
EV00387,M00039,JA011,assist,66,2025-02-21,Bournemouth,Leicester City,2,3
EV00388,M00039,MA005,goal,9,2025-02-21,Bournemouth,Leicester City,2,3
EV00389,M00039,JA011,red_card,74,2025-02-21,Bournemouth,Leicester City,2,3
EV00390,M00039,DO003,goal,8,2025-02-21,Bournemouth,Leicester City,2,3
EV00391,M00039,MA005,assist,7,2025-02-21,Bournemouth,Leicester City,2,3
EV00392,M00039,DO003,assist,89,2025-02-21,Bournemouth,Leicester City,2,3
EV00393,M00040,CO002,yellow_card,83,2024-09-10,Wolverhampton,Leicester City,4,4
EV00394,M00040,PO001,goal,40,2024-09-10,Wolverhampton,Leicester City,4,4
EV00395,M00040,LO001,goal,50,2024-09-10,Wolverhampton,Leicester City,4,4
EV00396,M00040,CO002,assist,39,2024-09-10,Wolverhampton,Leicester City,4,4
EV00397,M00040,RA003,red_card,41,2024-09-10,Wolverhampton,Leicester City,4,4
EV00398,M00040,TR003,yellow_card,53,2024-09-10,Wolverhampton,Leicester City,4,4
EV00399,M00040,HU002,yellow_card,70,2024-09-10,Wolverhampton,Leicester City,4,4
EV00400,M00040,CO002,yellow_card,83,2024-09-10,Wolverhampton,Leicester City,4,4
EV00401,M00040,DO003,assist,67,2024-09-10,Wolverhampton,Leicester City,4,4
EV00402,M00040,DO003,assist,5,2024-09-10,Wolverhampton,Leicester City,4,4
EV00403,M00040,PO001,substitution,65,2024-09-10,Wolverhampton,Leicester City,4,4
EV00404,M00040,JO013,red_card,39,2024-09-10,Wolverhampton,Leicester City,4,4
EV00405,M00041,CA004,substitution,65,2024-11-16,Ipswich Town,West Ham,0,4
EV00406,M00041,PA004,goal,14,2024-11-16,Ipswich Town,West Ham,0,4
EV00407,M00041,HU001,yellow_card,7,2024-11-16,Ipswich Town,West Ham,0,4
EV00408,M00041,KI001,goal,19,2024-11-16,Ipswich Town,West Ham,0,4
EV00409,M00041,LE002,red_card,54,2024-11-16,Ipswich Town,West Ham,0,4
EV00410,M00041,KI001,red_card,1,2024-11-16,Ipswich Town,West Ham,0,4
EV00411,M00041,AL005,substitution,55,2024-11-16,Ipswich Town,West Ham,0,4
EV00412,M00041,HU001,assist,13,2024-11-16,Ipswich Town,West Ham,0,4
EV00413,M00042,VI001,assist,31,2025-01-11,Liverpool,Leicester City,0,1
EV00414,M00042,AN001,substitution,27,2025-01-11,Liverpool,Leicester City,0,1
EV00415,M00042,DO003,goal,30,2025-01-11,Liverpool,Leicester City,0,1
EV00416,M00042,DO001,yellow_card,1,2025-01-11,Liverpool,Leicester City,0,1
EV00417,M00042,DO001,yellow_card,26,2025-01-11,Liverpool,Leicester City,0,1
EV00418,M00042,WI003,goal,57,2025-01-11,Liverpool,Leicester City,0,1
EV00419,M00042,AL001,yellow_card,27,2025-01-11,Liverpool,Leicester City,0,1
EV00420,M00042,JO002,yellow_card,37,2025-01-11,Liverpool,Leicester City,0,1
EV00421,M00042,HU002,red_card,75,2025-01-11,Liverpool,Leicester City,0,1
EV00422,M00042,CO002,goal,49,2025-01-11,Liverpool,Leicester City,0,1
EV00423,M00042,TR001,assist,14,2025-01-11,Liverpool,Leicester City,0,1
EV00424,M00042,RIC001,yellow_card,31,2025-01-11,Liverpool,Leicester City,0,1
EV00425,M00043,RI002,red_card,38,2024-09-11,Manchester City,Everton,0,4
EV00426,M00043,KC001,substitution,17,2024-09-11,Manchester City,Everton,0,4
EV00427,M00043,PH001,substitution,25,2024-09-11,Manchester City,Everton,0,4
EV00428,M00043,ER001,substitution,88,2024-09-11,Manchester City,Everton,0,4
EV00429,M00043,ER001,substitution,12,2024-09-11,Manchester City,Everton,0,4
EV00430,M00043,KC001,substitution,58,2024-09-11,Manchester City,Everton,0,4
EV00431,M00043,RO001,yellow_card,54,2024-09-11,Manchester City,Everton,0,4
EV00432,M00043,ER001,substitution,32,2024-09-11,Manchester City,Everton,0,4
EV00433,M00043,JO007,assist,33,2024-09-11,Manchester City,Everton,0,4
EV00434,M00043,MA001,red_card,39,2024-09-11,Manchester City,Everton,0,4
EV00435,M00043,KA001,substitution,70,2024-09-11,Manchester City,Everton,0,4
EV00436,M00043,JO001,red_card,33,2024-09-11,Manchester City,Everton,0,4
EV00437,M00044,BE002,substitution,44,2024-11-18,Chelsea,Newcastle,1,4
EV00438,M00044,DI002,yellow_card,31,2024-11-18,Chelsea,Newcastle,1,4
EV00439,M00044,MA003,yellow_card,7,2024-11-18,Chelsea,Newcastle,1,4
EV00440,M00044,RO002,substitution,53,2024-11-18,Chelsea,Newcastle,1,4
EV00441,M00044,BR005,red_card,33,2024-11-18,Chelsea,Newcastle,1,4
EV00442,M00044,MO003,substitution,47,2024-11-18,Chelsea,Newcastle,1,4
EV00443,M00044,AL006,yellow_card,57,2024-11-18,Chelsea,Newcastle,1,4
EV00444,M00044,JS001,red_card,15,2024-11-18,Chelsea,Newcastle,1,4
EV00445,M00044,CO001,goal,2,2024-11-18,Chelsea,Newcastle,1,4
EV00446,M00044,EN001,yellow_card,26,2024-11-18,Chelsea,Newcastle,1,4
EV00447,M00045,LU002,substitution,37,2024-08-30,West Ham,Newcastle,3,3
EV00448,M00045,DE002,yellow_card,5,2024-08-30,West Ham,Newcastle,3,3
EV00449,M00045,AN004,goal,67,2024-08-30,West Ham,Newcastle,3,3
EV00450,M00045,BR005,yellow_card,28,2024-08-30,West Ham,Newcastle,3,3
EV00451,M00045,NI004,red_card,27,2024-08-30,West Ham,Newcastle,3,3
EV00452,M00045,NI004,goal,65,2024-08-30,West Ham,Newcastle,3,3
EV00453,M00045,MI006,assist,63,2024-08-30,West Ham,Newcastle,3,3
EV00454,M00045,MI002,goal,67,2024-08-30,West Ham,Newcastle,3,3
EV00455,M00046,TY001,assist,15,2024-08-25,Luton Town,Aston Villa,3,4
EV00456,M00046,JA004,red_card,6,2024-08-25,Luton Town,Aston Villa,3,4
EV00457,M00046,RO003,yellow_card,15,2024-08-25,Luton Town,Aston Villa,3,4
EV00458,M00046,OL001,assist,33,2024-08-25,Luton Town,Aston Villa,3,4
EV00459,M00046,TY001,substitution,63,2024-08-25,Luton Town,Aston Villa,3,4
EV00460,M00046,TY001,goal,57,2024-08-25,Luton Town,Aston Villa,3,4
EV00461,M00046,CA006,substitution,52,2024-08-25,Luton Town,Aston Villa,3,4
EV00462,M00046,VI004,goal,53,2024-08-25,Luton Town,Aston Villa,3,4
EV00463,M00046,JA004,yellow_card,76,2024-08-25,Luton Town,Aston Villa,3,4
EV00464,M00046,LE001,red_card,81,2024-08-25,Luton Town,Aston Villa,3,4
EV00465,M00046,PA005,red_card,72,2024-08-25,Luton Town,Aston Villa,3,4
EV00466,M00047,WI002,yellow_card,35,2024-09-06,Manchester City,Crystal Palace,4,0
EV00467,M00047,ER001,red_card,54,2024-09-06,Manchester City,Crystal Palace,4,0
EV00468,M00047,ED001,red_card,60,2024-09-06,Manchester City,Crystal Palace,4,0
EV00469,M00047,KC001,substitution,48,2024-09-06,Manchester City,Crystal Palace,4,0
EV00470,M00047,MA001,red_card,21,2024-09-06,Manchester City,Crystal Palace,4,0
EV00471,M00047,MA001,red_card,50,2024-09-06,Manchester City,Crystal Palace,4,0
EV00472,M00047,KA001,substitution,52,2024-09-06,Manchester City,Crystal Palace,4,0
EV00473,M00047,JU001,yellow_card,69,2024-09-06,Manchester City,Crystal Palace,4,0
EV00474,M00047,ER001,yellow_card,7,2024-09-06,Manchester City,Crystal Palace,4,0
EV00475,M00047,PH001,substitution,44,2024-09-06,Manchester City,Crystal Palace,4,0
EV00476,M00047,JO001,goal,87,2024-09-06,Manchester City,Crystal Palace,4,0
EV00477,M00047,JO010,goal,33,2024-09-06,Manchester City,Crystal Palace,4,0
EV00478,M00048,JO006,yellow_card,4,2025-01-04,Everton,Luton Town,1,1
EV00479,M00048,LE003,red_card,77,2025-01-04,Everton,Luton Town,1,1
EV00480,M00048,PA005,assist,18,2025-01-04,Everton,Luton Town,1,1
EV00481,M00048,VI004,assist,1,2025-01-04,Everton,Luton Town,1,1
EV00482,M00048,JO006,yellow_card,77,2025-01-04,Everton,Luton Town,1,1
EV00483,M00048,CA006,red_card,43,2025-01-04,Everton,Luton Town,1,1
EV00484,M00048,AL004,yellow_card,86,2025-01-04,Everton,Luton Town,1,1
EV00485,M00048,RY002,goal,79,2025-01-04,Everton,Luton Town,1,1
EV00486,M00048,RY002,goal,13,2025-01-04,Everton,Luton Town,1,1
EV00487,M00048,VI004,yellow_card,61,2025-01-04,Everton,Luton Town,1,1
EV00488,M00049,JE001,red_card,67,2024-08-24,Crystal Palace,Newcastle,4,3
EV00489,M00049,AN004,assist,37,2024-08-24,Crystal Palace,Newcastle,4,3
EV00490,M00049,PE004,substitution,58,2024-08-24,Crystal Palace,Newcastle,4,3
EV00491,M00049,JO015,yellow_card,68,2024-08-24,Crystal Palace,Newcastle,4,3
EV00492,M00049,VI003,goal,58,2024-08-24,Crystal Palace,Newcastle,4,3
EV00493,M00049,DA006,substitution,76,2024-08-24,Crystal Palace,Newcastle,4,3
EV00494,M00049,ED002,substitution,54,2024-08-24,Crystal Palace,Newcastle,4,3
EV00495,M00049,NI004,red_card,72,2024-08-24,Crystal Palace,Newcastle,4,3
EV00496,M00049,JE001,red_card,18,2024-08-24,Crystal Palace,Newcastle,4,3
EV00497,M00050,KA001,red_card,42,2024-09-16,Manchester City,Fulham,1,2
EV00498,M00050,JU001,red_card,71,2024-09-16,Manchester City,Fulham,1,2
EV00499,M00050,MA001,yellow_card,55,2024-09-16,Manchester City,Fulham,1,2
EV00500,M00050,JU001,red_card,71,2024-09-16,Manchester City,Fulham,1,2
EV00501,M00050,HE001,goal,28,2024-09-16,Manchester City,Fulham,1,2
EV00502,M00050,RE002,red_card,30,2024-09-16,Manchester City,Fulham,1,2
EV00503,M00050,MA008,assist,53,2024-09-16,Manchester City,Fulham,1,2
EV00504,M00050,WI001,yellow_card,81,2024-09-16,Manchester City,Fulham,1,2
EV00505,M00051,RA003,assist,11,2025-03-03,Fulham,Wolverhampton,4,4
EV00506,M00051,MA008,assist,12,2025-03-03,Fulham,Wolverhampton,4,4
EV00507,M00051,PO001,goal,11,2025-03-03,Fulham,Wolverhampton,4,4
EV00508,M00051,JO012,yellow_card,53,2025-03-03,Fulham,Wolverhampton,4,4
EV00509,M00051,BE003,assist,70,2025-03-03,Fulham,Wolverhampton,4,4
EV00510,M00051,GO001,red_card,5,2025-03-03,Fulham,Wolverhampton,4,4
EV00511,M00051,JU002,goal,5,2025-03-03,Fulham,Wolverhampton,4,4
EV00512,M00051,HE001,assist,11,2025-03-03,Fulham,Wolverhampton,4,4
EV00513,M00051,MA008,assist,9,2025-03-03,Fulham,Wolverhampton,4,4
EV00514,M00051,RA003,goal,64,2025-03-03,Fulham,Wolverhampton,4,4
EV00515,M00051,RA003,yellow_card,6,2025-03-03,Fulham,Wolverhampton,4,4
EV00516,M00051,JU002,red_card,47,2025-03-03,Fulham,Wolverhampton,4,4
EV00517,M00052,TY001,goal,14,2024-11-06,Manchester United,Luton Town,2,3
EV00518,M00052,JA002,assist,36,2024-11-06,Manchester United,Luton Town,2,3
EV00519,M00052,AN002,red_card,12,2024-11-06,Manchester United,Luton Town,2,3
EV00520,M00052,BR001,assist,52,2024-11-06,Manchester United,Luton Town,2,3
EV00521,M00052,LE003,yellow_card,44,2024-11-06,Manchester United,Luton Town,2,3
EV00522,M00052,PA005,yellow_card,14,2024-11-06,Manchester United,Luton Town,2,3
EV00523,M00052,JA012,red_card,44,2024-11-06,Manchester United,Luton Town,2,3
EV00524,M00052,PA005,yellow_card,28,2024-11-06,Manchester United,Luton Town,2,3
EV00525,M00053,PA003,substitution,55,2025-04-19,Brighton,Crystal Palace,4,2
EV00526,M00053,ED002,yellow_card,31,2025-04-19,Brighton,Crystal Palace,4,2
EV00527,M00053,SI001,goal,64,2025-04-19,Brighton,Crystal Palace,4,2
EV00528,M00053,AI001,red_card,28,2025-04-19,Brighton,Crystal Palace,4,2
EV00529,M00053,AI001,red_card,81,2025-04-19,Brighton,Crystal Palace,4,2
EV00530,M00053,JE001,yellow_card,32,2025-04-19,Brighton,Crystal Palace,4,2
EV00531,M00053,WE001,substitution,51,2025-04-19,Brighton,Crystal Palace,4,2
EV00532,M00053,PA003,yellow_card,53,2025-04-19,Brighton,Crystal Palace,4,2
EV00533,M00054,AN001,substitution,70,2024-12-17,Liverpool,Southampton,4,2
EV00534,M00054,CU001,goal,69,2024-12-17,Liverpool,Southampton,4,2
EV00535,M00054,AN001,goal,45,2024-12-17,Liverpool,Southampton,4,2
EV00536,M00054,CU001,assist,84,2024-12-17,Liverpool,Southampton,4,2
EV00537,M00054,JA009,goal,20,2024-12-17,Liverpool,Southampton,4,2
EV00538,M00054,TR001,red_card,33,2024-12-17,Liverpool,Southampton,4,2
EV00539,M00054,CU001,yellow_card,44,2024-12-17,Liverpool,Southampton,4,2
EV00540,M00054,DO001,red_card,23,2024-12-17,Liverpool,Southampton,4,2
EV00541,M00055,SA001,goal,21,2025-02-05,Wolverhampton,Southampton,0,4
EV00542,M00055,RI003,yellow_card,48,2025-02-05,Wolverhampton,Southampton,0,4
EV00543,M00055,RI003,yellow_card,52,2025-02-05,Wolverhampton,Southampton,0,4
EV00544,M00055,PE003,goal,49,2025-02-05,Wolverhampton,Southampton,0,4
EV00545,M00055,TR003,goal,20,2025-02-05,Wolverhampton,Southampton,0,4
EV00546,M00055,SE001,assist,65,2025-02-05,Wolverhampton,Southampton,0,4
EV00547,M00055,GA002,yellow_card,40,2025-02-05,Wolverhampton,Southampton,0,4
EV00548,M00055,JO013,goal,82,2025-02-05,Wolverhampton,Southampton,0,4
EV00549,M00055,GA002,assist,81,2025-02-05,Wolverhampton,Southampton,0,4
EV00550,M00056,JO012,yellow_card,38,2024-10-29,Wolverhampton,Southampton,1,1
EV00551,M00056,RI003,red_card,52,2024-10-29,Wolverhampton,Southampton,1,1
EV00552,M00056,PE003,red_card,3,2024-10-29,Wolverhampton,Southampton,1,1
EV00553,M00056,PE003,yellow_card,29,2024-10-29,Wolverhampton,Southampton,1,1
EV00554,M00056,GA003,substitution,3,2024-10-29,Wolverhampton,Southampton,1,1
EV00555,M00056,SA001,substitution,9,2024-10-29,Wolverhampton,Southampton,1,1
EV00556,M00056,SA001,goal,16,2024-10-29,Wolverhampton,Southampton,1,1
EV00557,M00056,HA002,assist,79,2024-10-29,Wolverhampton,Southampton,1,1
EV00558,M00056,KA003,assist,71,2024-10-29,Wolverhampton,Southampton,1,1
EV00559,M00056,LO001,goal,10,2024-10-29,Wolverhampton,Southampton,1,1
EV00560,M00056,TR003,assist,38,2024-10-29,Wolverhampton,Southampton,1,1
EV00561,M00057,CA006,red_card,20,2025-01-10,Crystal Palace,Luton Town,4,1
EV00562,M00057,MA009,substitution,4,2025-01-10,Crystal Palace,Luton Town,4,1
EV00563,M00057,PA005,red_card,4,2025-01-10,Crystal Palace,Luton Town,4,1
EV00564,M00057,RY002,red_card,2,2025-01-10,Crystal Palace,Luton Town,4,1
EV00565,M00057,RY002,assist,76,2025-01-10,Crystal Palace,Luton Town,4,1
EV00566,M00057,HA003,yellow_card,41,2025-01-10,Crystal Palace,Luton Town,4,1
EV00567,M00057,PA005,yellow_card,5,2025-01-10,Crystal Palace,Luton Town,4,1
EV00568,M00057,TY001,red_card,74,2025-01-10,Crystal Palace,Luton Town,4,1
EV00569,M00057,TA004,goal,44,2025-01-10,Crystal Palace,Luton Town,4,1
EV00570,M00057,RY002,goal,78,2025-01-10,Crystal Palace,Luton Town,4,1
EV00571,M00057,DA006,substitution,19,2025-01-10,Crystal Palace,Luton Town,4,1
EV00572,M00058,DA006,assist,69,2025-01-09,Manchester City,Crystal Palace,0,2
EV00573,M00058,RO001,assist,20,2025-01-09,Manchester City,Crystal Palace,0,2
EV00574,M00058,MA009,assist,13,2025-01-09,Manchester City,Crystal Palace,0,2
EV00575,M00058,KA001,substitution,12,2025-01-09,Manchester City,Crystal Palace,0,2
EV00576,M00058,JE001,goal,79,2025-01-09,Manchester City,Crystal Palace,0,2
EV00577,M00058,RO001,substitution,19,2025-01-09,Manchester City,Crystal Palace,0,2
EV00578,M00058,MI005,yellow_card,33,2025-01-09,Manchester City,Crystal Palace,0,2
EV00579,M00058,DA006,yellow_card,23,2025-01-09,Manchester City,Crystal Palace,0,2
EV00580,M00058,ED001,red_card,37,2025-01-09,Manchester City,Crystal Palace,0,2
EV00581,M00058,JU001,substitution,73,2025-01-09,Manchester City,Crystal Palace,0,2
EV00582,M00059,EM001,assist,39,2025-05-11,Bournemouth,Chelsea,3,3
EV00583,M00059,EN001,goal,47,2025-05-11,Bournemouth,Chelsea,3,3
EV00584,M00059,MO003,red_card,38,2025-05-11,Bournemouth,Chelsea,3,3
EV00585,M00059,JA003,red_card,10,2025-05-11,Bournemouth,Chelsea,3,3
EV00586,M00059,MA005,substitution,41,2025-05-11,Bournemouth,Chelsea,3,3
EV00587,M00059,EM001,goal,32,2025-05-11,Bournemouth,Chelsea,3,3
EV00588,M00059,MI001,substitution,25,2025-05-11,Bournemouth,Chelsea,3,3
EV00589,M00059,AB001,goal,3,2025-05-11,Bournemouth,Chelsea,3,3
EV00590,M00059,MO003,red_card,66,2025-05-11,Bournemouth,Chelsea,3,3
EV00591,M00059,NI001,assist,13,2025-05-11,Bournemouth,Chelsea,3,3
EV00592,M00059,DO002,assist,67,2025-05-11,Bournemouth,Chelsea,3,3
EV00593,M00060,JO007,assist,49,2024-11-21,Nottingham Forest,Everton,2,1
EV00594,M00060,CA002,goal,74,2024-11-21,Nottingham Forest,Everton,2,1
EV00595,M00060,MA007,substitution,56,2024-11-21,Nottingham Forest,Everton,2,1
EV00596,M00060,WA001,substitution,63,2024-11-21,Nottingham Forest,Everton,2,1
EV00597,M00060,JA008,assist,31,2024-11-21,Nottingham Forest,Everton,2,1
EV00598,M00060,JA008,red_card,18,2024-11-21,Nottingham Forest,Everton,2,1
EV00599,M00060,DA004,assist,71,2024-11-21,Nottingham Forest,Everton,2,1
EV00600,M00060,JO006,yellow_card,42,2024-11-21,Nottingham Forest,Everton,2,1
EV00601,M00061,MA003,yellow_card,31,2025-05-19,Chelsea,West Ham,0,1
EV00602,M00061,DA003,yellow_card,30,2025-05-19,Chelsea,West Ham,0,1
EV00603,M00061,PA004,red_card,90,2025-05-19,Chelsea,West Ham,0,1
EV00604,M00061,KU001,red_card,38,2025-05-19,Chelsea,West Ham,0,1
EV00605,M00061,DE002,red_card,70,2025-05-19,Chelsea,West Ham,0,1
EV00606,M00061,DA003,goal,54,2025-05-19,Chelsea,West Ham,0,1
EV00607,M00061,DE002,red_card,69,2025-05-19,Chelsea,West Ham,0,1
EV00608,M00061,NI001,red_card,21,2025-05-19,Chelsea,West Ham,0,1
EV00609,M00061,DE002,red_card,33,2025-05-19,Chelsea,West Ham,0,1
EV00610,M00061,EN001,yellow_card,40,2025-05-19,Chelsea,West Ham,0,1
EV00611,M00061,BE002,substitution,14,2025-05-19,Chelsea,West Ham,0,1
EV00612,M00061,EN001,substitution,19,2025-05-19,Chelsea,West Ham,0,1
EV00613,M00062,GA003,yellow_card,67,2024-09-26,Wolverhampton,Liverpool,3,2
EV00614,M00062,PO001,yellow_card,56,2024-09-26,Wolverhampton,Liverpool,3,2
EV00615,M00062,AN001,goal,14,2024-09-26,Wolverhampton,Liverpool,3,2
EV00616,M00062,SA001,yellow_card,7,2024-09-26,Wolverhampton,Liverpool,3,2
EV00617,M00062,MO001,assist,4,2024-09-26,Wolverhampton,Liverpool,3,2
EV00618,M00062,AL001,yellow_card,89,2024-09-26,Wolverhampton,Liverpool,3,2
EV00619,M00062,RA003,red_card,66,2024-09-26,Wolverhampton,Liverpool,3,2
EV00620,M00062,RY001,assist,16,2024-09-26,Wolverhampton,Liverpool,3,2
EV00621,M00062,JO013,goal,25,2024-09-26,Wolverhampton,Liverpool,3,2
EV00622,M00062,MO001,red_card,22,2024-09-26,Wolverhampton,Liverpool,3,2
EV00623,M00062,RA003,goal,24,2024-09-26,Wolverhampton,Liverpool,3,2
EV00624,M00063,DO001,red_card,89,2025-04-26,Liverpool,Arsenal,3,0
EV00625,M00063,AN001,substitution,27,2025-04-26,Liverpool,Arsenal,3,0
EV00626,M00063,WH001,red_card,64,2025-04-26,Liverpool,Arsenal,3,0
EV00627,M00063,DE001,red_card,39,2025-04-26,Liverpool,Arsenal,3,0
EV00628,M00063,BU001,yellow_card,36,2025-04-26,Liverpool,Arsenal,3,0
EV00629,M00063,DO001,yellow_card,18,2025-04-26,Liverpool,Arsenal,3,0
EV00630,M00063,BU001,red_card,14,2025-04-26,Liverpool,Arsenal,3,0
EV00631,M00063,CU001,goal,76,2025-04-26,Liverpool,Arsenal,3,0
EV00632,M00064,JA002,red_card,70,2024-11-26,Manchester United,Southampton,4,4
EV00633,M00064,BR001,assist,48,2024-11-26,Manchester United,Southampton,4,4
EV00634,M00064,YU001,red_card,13,2024-11-26,Manchester United,Southampton,4,4
EV00635,M00064,CA001,goal,33,2024-11-26,Manchester United,Southampton,4,4
EV00636,M00064,JA002,substitution,21,2024-11-26,Manchester United,Southampton,4,4
EV00637,M00064,VA001,substitution,56,2024-11-26,Manchester United,Southampton,4,4
EV00638,M00064,YU001,assist,36,2024-11-26,Manchester United,Southampton,4,4
EV00639,M00064,KA003,yellow_card,23,2024-11-26,Manchester United,Southampton,4,4
EV00640,M00064,DA001,substitution,62,2024-11-26,Manchester United,Southampton,4,4
EV00641,M00065,TA003,assist,17,2024-11-12,Wolverhampton,Brighton,0,1
EV00642,M00065,PE001,yellow_card,16,2024-11-12,Wolverhampton,Brighton,0,1
EV00643,M00065,JO012,yellow_card,81,2024-11-12,Wolverhampton,Brighton,0,1
EV00644,M00065,AI001,yellow_card,24,2024-11-12,Wolverhampton,Brighton,0,1
EV00645,M00065,JA006,red_card,8,2024-11-12,Wolverhampton,Brighton,0,1
EV00646,M00065,MO005,yellow_card,50,2024-11-12,Wolverhampton,Brighton,0,1
EV00647,M00065,LO001,substitution,33,2024-11-12,Wolverhampton,Brighton,0,1
EV00648,M00065,PO001,assist,4,2024-11-12,Wolverhampton,Brighton,0,1
EV00649,M00065,JA005,goal,82,2024-11-12,Wolverhampton,Brighton,0,1
EV00650,M00065,TR003,red_card,66,2024-11-12,Wolverhampton,Brighton,0,1
EV00651,M00065,PO001,assist,85,2024-11-12,Wolverhampton,Brighton,0,1
EV00652,M00066,OL001,goal,70,2025-05-22,Bournemouth,Aston Villa,1,3
EV00653,M00066,KO001,yellow_card,11,2025-05-22,Bournemouth,Aston Villa,1,3
EV00654,M00066,OL001,yellow_card,75,2025-05-22,Bournemouth,Aston Villa,1,3
